TARGET,cus_employername,profit_loss_after_cost,agrgrp_writeoff
0.0,Toby Carvery,-276.75,1.0
0.0,Skills Solution,-312.0,1.0
0.0,Orhid Group Pub - Weavers Mill,-56.65,
0.0,Whipps Cross Hospital,-96.0,
1.0,Nataro Care Home,155.25,
1.0,South Yorkshire Police,126.5,
1.0,Jtf Wholesale,163.5,
1.0,Srj Debt,364.3,
0.0,Lodge Service,-147.75,1.0
1.0,Pallet Force,110.5,
0.0,Sogec Lairaerospace,-177.0,1.0
1.0,Veolia,599.25,
,Bank Fashion Uk,68.5,
1.0,Autoglass,106.5,
1.0,The Co Operative,517.75,
0.0,Finnforest,-226.0,1.0
1.0,Chesapeake,152.5,
,Stag Security Services,88.12,
,Gondola Group,32.25,
1.0,Nsl Services Ltd,185.25,
0.0,Spi Npower,-221.5,1.0
1.0,Dhl,200.25,
0.0,Dimensions,-244.375,1.0
1.0,Hmrc,101.0,
0.0,Sita Uk,-172.0,
0.0,Kautex Textron Uk,-50.375,
0.0,G4s Plc,-186.0,1.0
0.0,Lincolnshire Police,-303.25,
0.0,Innotec Supplies,-161.0,1.0
0.0,Morrisons,-288.25,1.0
1.0,Fedexuk,643.25,
0.0,Countrywise Electrical Distributors,-233.0,
0.0,Kingston Hospital,-177.0,
,Bonsoiree,0.875,
0.0,Autoglass,-51.375,
0.0,Spennymoor,-51.0,
0.0,Securitas Security,-14.125,
0.0,Cargill Meats Europe,-249.125,1.0
1.0,Tnt,136.25,
,Rr Donnelley,84.5,
0.0,Network Rail,-211.0,1.0
1.0,Dmbc Social Services,278.675,
0.0,Barnwell School,-186.0,1.0
1.0,Aa,125.75,
0.0,Whitehouse Cox,-185.25,
0.0,Baydale Control Systems,-151.0,1.0
0.0,Euro Hostel,-191.75,1.0
0.0,Hi Spec Services,-37.25,
0.0,Boots,-6.75,
1.0,Dentalcare,192.0,
,Ernst & Young,42.2,
0.0,Pieroth Wines,-116.25,
0.0,Tk Maxx,-231.0,1.0
0.0,Lidl Uk,-236.0,1.0
0.0,Luton Pct- Cambridgeshire Community Services,-106.0,
0.0,Partnerships In Care,-30.45,
0.0,Nhs - Gloucester Royal Hospital,-41.25,
,Royal Navy,44.25,
0.0,Bdi Comercial Services,-32.2,
,John Lewis,52.5,
0.0,Sainsburys,-186.0,1.0
,Pets Corner,23.0,
0.0,Morrisons,-312.0,1.0
0.0,Novus Leisure,-248.25,1.0
0.0,Barcon Precast Ltd,-97.25,1.0
0.0,Foundation Housing Association,-211.0,1.0
,Rentokil,51.5,
1.0,Gala Coral,317.75,
1.0,Smileplus Dental Care,202.64,
0.0,Whsmith Retail Ltd,-205.74,1.0
1.0,Marriott Hotels,421.0,
,Argos,8.25,
1.0,The Avenues Trust,238.6,
0.0,Comet Group Plc,-16.25,
0.0,Stoke On Trent City Council,-186.0,1.0
0.0,Sainsburys Plc,-186.0,1.0
1.0,Life Environmental,399.625,
0.0,Mapus Financial Planning Ltd,-229.34,
,London Underground,73.375,
0.0,Burlington Care Home,-208.75,1.0
0.0,Asda,-136.0,1.0
0.0,Met-Tech Ltd,-60.725,
0.0,Birmingham City Council,-186.0,1.0
1.0,Stroma Technology Ltd,126.75,
0.0,Samworth Brothers,-82.25,1.0
0.0,Balfour Beatty,-258.49,
1.0,Nitro Guard Security,507.75,
0.0,Nsl,-287.0,
0.0,Lbm,-109.125,1.0
0.0,Sita Uk,-97.5,
,Midland Expressway Ltd,23.0,
0.0,Maximeyes Security,-161.0,1.0
0.0,Sainsburys,-186.0,1.0
0.0,Drains Aid,-6.5,
0.0,Sainsburys,-171.5,1.0
1.0,Aberdeenshire Council,107.225,
0.0,Euro Car Parts Ltd,-186.0,1.0
1.0,Ladbrokes Ltd,103.375,
,Lad Roles,30.3,
,Shearings Holidays - Majestic Hotel,65.39,
,Andrew Page Ltd,65.14,
,Coral Racing,7.74,1.0
0.0,Monread Lodge,-123.5,
0.0,Regal Holiday Homes,-186.0,1.0
1.0,Tesco,106.08,
0.0,Dhl,-55.5,
0.0,Key Care And Support,-136.0,1.0
,Selfridges,91.25,
0.0,Power2contact,-32.25,
0.0,Fenwick,-206.0,
,Comxo,27.5,
1.0,Swain & Co,109.32,
,Dimensions,52.5,
1.0,Royal Mail,165.34,
0.0,Royal Mail,-126.0,
,Baronscourt Surgery,37.5,
,New Charter Homes,23.0,
,British Gas,7.25,
1.0,Jcb Excavators,118.0,
1.0,Sky - Walkers,688.0,
,Nhs Bedford,23.0,
0.0,St Francis College,-186.0,1.0
,Nhs24,22.75,
0.0,Solarsoft Pms Ltd,-236.0,
0.0,Cleggs Lane Medical Practice,-53.25,
1.0,Babcock Infrastructure,525.75,
,Rohm Gb Ltd,8.25,
,Bandm,55.76,
1.0,East Yorkshire Motor Services,155.62,
,Floors 2 Go,37.5,
0.0,Elliott Brothers Ltd,-156.0,1.0
0.0,Adpak Machinery Systems Ltd,-276.75,1.0
,Kwik Fit Beckenham - Chesington Tyres,34.8,
1.0,Doncaster Council,229.25,
0.0,Army,-78.25,
0.0,Hm Forces,-186.0,1.0
0.0,Thyssenkrupp Palmers,-186.0,1.0
,Salisbury Foundation Trust,21.25,
0.0,Braintree Health Care Ltd,-196.0,1.0
0.0,British Army,-196.25,1.0
0.0,Arriva London,-186.0,
0.0,Mitchells And Butlers/Saxon,-141.75,1.0
0.0,Beechcroft,-74.0,
0.0,Lloyds Pharmacy,-186.0,1.0
0.0,Asda Stores,-56.2,1.0
0.0,G4s Uttilitys,-226.75,1.0
,Jobcentreplus,24.1,
0.0,Little Chef,-117.5,1.0
,Bristol Street Motors,91.6,
1.0,South Ossett Infant Academy,127.75,
0.0,British Army,-141.5,
1.0,Wiltshire Probation Service,316.725,
0.0,Tesco Plc,-236.0,1.0
,Rac Motoring Services,53.6,
0.0,Rochdale Council/Siddal Moor Sports College,-186.0,1.0
0.0,Tesco,-186.0,1.0
0.0,Macbeth Currie,-9.0,
1.0,G4s,327.85,
0.0,Tesco,-2.075,
0.0,G M Jones Ltd,-106.5,1.0
1.0,Cpi Valley,113.75,
0.0,Capita,-170.625,1.0
0.0,Scottish Power,-97.5,1.0
0.0,William Hill,-6.5,
0.0,Whsmiths,-55.25,
,Bridgend County Borough Council,13.75,
0.0,Eva Air,-59.0,1.0
0.0,Xltec Solutions Ltd,-169.0,
0.0,Cavensham Finance- Brighthouse,-97.5,1.0
,Barclays Slcsm,43.125,
0.0,Monthind Clean,-146.445,
0.0,Sja Film Tech,-50.375,
0.0,Toolbank,-273.25,1.0
,The Stobart Group,81.625,
0.0,Tesco,-186.0,1.0
,Capita,23.0,
1.0,Eric Wright Fm,363.85,
,Asda,89.625,
1.0,Asda,259.5,
,Eddie Stobart Group,82.0,
0.0,Total Security,-6.5,
,The Law Society,87.42,
0.0,Icm,-236.0,1.0
,Eos Solutions Uk Plc,15.625,
0.0,Bae Systems,-177.0,1.0
,Fbs Contracts Ltd,85.6,
1.0,British Gas,192.75,
,John Lewis,83.81,
0.0,Runwood Homes,-571.0,1.0
0.0,Argos,-236.0,1.0
0.0,Forest Freight,-186.0,1.0
1.0,British Army,170.75,
0.0,Carewatch Bath,-97.5,
0.0,Sse Contracting,-276.75,1.0
0.0,Greenzone Facilities Management,-181.0,1.0
1.0,Greene King - The Wolds,169.0,
,London General,23.0,
0.0,Krispy Kreme,-136.0,1.0
,Nhs - Salford Royal Hospital,79.25,
0.0,Extracare,-258.5,1.0
,University Of Exeter,36.75,
0.0,Mothercare,-188.25,1.0
,Rugs With Flair,39.72,
0.0,Dhl,-186.0,1.0
0.0,Craig En Goyne,-62.025,
,Tradition Uk Ltd,23.0,
0.0,Nacro,-99.75,
1.0,Carillion,126.75,1.0
,Sainsburys,8.25,
,Mod,82.25,
0.0,Petford Tools Ltd,-136.0,1.0
1.0,Royal Borough Of Kensington And Chelsea,136.575,
0.0,Frankbeirne Fabrics,-18.0,
,Sainsburys,6.75,
,The Claims Guys,39.625,
0.0,Ashwood Design Associates,-6.75,
0.0,Carewatch East Surrey,-96.25,
1.0,Monarch Airlines,100.755,
1.0,Morrisons,120.5,
0.0,Eddie Stobart Limited,-161.0,1.0
1.0,Compass Group,212.0,
0.0,City Sq. Limited,-273.25,
1.0,Liaise Loddon Ltd,101.0,
0.0,Office For National Statistics,-208.75,1.0
,Npower,8.25,
1.0,Ats Euromaster,108.75,
0.0,Carewise Ltd,-118.72,
,British Army,97.0,
,Hertel Uk Ltd,95.5,
1.0,Brighton & Hove City Council,113.75,
0.0,Sainsbury's,-236.0,1.0
0.0,Montcalm Hotel,-161.0,1.0
0.0,Dundee Rep Ltd,-129.5,
,Hilton Hotels,53.85,
1.0,Community Links,156.0,
0.0,Clipper Teas,-57.5,
0.0,Blenheimcdp,-276.75,1.0
0.0,Leeds City Council,-136.975,
0.0,Hm Forces,-47.25,
,The Scotsman Publications,41.1,
,Travelodge,94.5,
1.0,Morrisons,271.255,
0.0,Kraft Foods/Cadbury,-176.75,1.0
0.0,Redriff Primary School,-141.75,
0.0,Space 4,-186.0,1.0
1.0,Carphone Warehouse,178.55,
0.0,Castlebeck Care,-65.375,
,Cambridgeshire Community Services Nhs Trust,52.5,
1.0,Army,598.75,
0.0,Sefton Meadows Garden Centre,-128.4,
0.0,Classic Furniture,-152.95,
0.0,Bsuh Nhs Trust,-312.0,1.0
,Eldercare,13.195,
0.0,Tewkesbury School /Tewkesbury Borough Council,-37.5,
0.0,Geopost Uk,-236.0,1.0
1.0,Proclean,403.75,
0.0,Liverpool Primary Care Trust - Broadgreen Hospital,-186.0,1.0
1.0,Hc One,113.825,
0.0,Meridian Healthcare Limited,-162.5,
,Tesco,100.0,
0.0,One Stop,-106.5,1.0
0.0,Total Security,-186.0,1.0
1.0,Tcg Bars,121.65,
0.0,Conduit,-312.0,1.0
1.0,Procter And Gamble,125.25,
0.0,Howarth Hunt Group,-70.0,
0.0,Aldi,-6.5,
0.0,Ethicon,-186.0,1.0
0.0,Robins And Day,-186.0,1.0
0.0,Interactive Data,-288.25,1.0
,Fortress,36.57,
1.0,Wrenn School,257.23,
0.0,Tesco,-201.0,1.0
0.0,Acme Technical Services,-59.0,
,Cantor Fitzgerald,74.0,
,Wrightbus,22.75,
0.0,Smiths News,-192.0,1.0
0.0,Jobsite,-7.5,
1.0,Barclays,525.5,
1.0,Ebc Group,285.5,
,Tesco,9.0,
0.0,One Stop,-186.0,1.0
0.0,Brothers Of Charity,-153.0,1.0
,Zara,19.01,
1.0,Total Security Services Ltd,116.0,
,Hm Forces,8.0,
0.0,Westcare Ltd,-276.75,1.0
0.0,Sainsburys Plc,-162.9,1.0
,Virgin Atlantic Airways,95.63,
0.0,Rctcbc,-200.0,
0.0,Moypark,-86.995,
0.0,Ask Restaurants,-6.5,
0.0,Danwood,-123.75,
0.0,Radisson/ The Grafton Hotlel,-90.125,1.0
0.0,Univar,-177.0,1.0
0.0,Eddie Stobart,-186.0,1.0
0.0,Orange,-52.5,
0.0,Compass Group,-174.375,1.0
,Coatbridge College,93.45,
1.0,Dwp,111.5,
0.0,Hm Investigations Ltd,-85.0,
1.0,Coral Racing,148.95,
1.0,Co-Op,277.9,
,Nationwide,77.41,
0.0,House Of Fraser,-191.5,1.0
,Benchmark Distribution Ltd,96.25,
0.0,Group 4 Securicor,-256.5,1.0
0.0,Gala Casino,-186.0,1.0
,Argos,77.79,
0.0,Farrat,-117.5,
,The Shield Guarding Company,47.0,
,Department For Employment And Learning,64.5,
0.0,Encon Insulation,-170.0,
0.0,Gbm,-156.0,1.0
1.0,Globe Academy,259.5,
,Hmrc,42.29,
0.0,Saga,-221.5,
0.0,Great Western Hospital,-301.0,1.0
1.0,European Care,102.25,
0.0,Rockline Industries Ltd,-186.0,1.0
,Phones4u,8.25,
,Broadoak Care Group - South Collingham Hall,62.95,
1.0,British Home Store,229.75,
,Royal Navy,23.0,
0.0,Age Uk Wirral,-236.0,1.0
0.0,Linpac Services,-136.0,1.0
0.0,Ladbrokes,-186.0,1.0
1.0,Hsbc,141.25,
0.0,Aj World Wide Service Ltd,-141.125,
1.0,Care South,209.3,
0.0,Compass,-186.0,1.0
0.0,Argus Environmental Ltd,-22.0,
1.0,G4s,364.975,
0.0,Standard Life Investments,-2.325,
0.0,Home Fundraising,-116.0,1.0
,Scs,6.0,
0.0,Nhs Bupa Centre,-186.0,1.0
0.0,British Gas,-259.125,
,Abc Connection,67.255,
,Pinocchios Nurserys,27.52,
0.0,Hydrasun,-201.0,1.0
,Hmrc,35.25,
0.0,7 Day Catering,-186.0,1.0
1.0,Phoenix Healthcare Distribution,259.0,
0.0,G And O Foods,-141.5,1.0
0.0,T&J Installations,-276.75,1.0
0.0,Arla Foods,-92.4,1.0
0.0,Smiths News,-106.5,
,Montague Storage,45.85,
,Anyjunk,8.25,
,Two Bridges Hotel,61.755,
0.0,Livingaire Air Conditioning,-327.0,1.0
0.0,Riversdale Nursing Home,-186.0,1.0
0.0,Bibby Scientific,-24.65,
0.0,The Aa,-206.0,
0.0,Safeguard Security Group,-141.75,1.0
,Harrison Catering,33.0,
0.0,Mecca Bingo,-201.0,1.0
0.0,Macityre Care,-176.0,1.0
0.0,First,-6.5,
,Lagta,62.75,
0.0,Nuffield Health,-162.625,
1.0,Tesco,214.25,
0.0,Safe Harbour Nursing Home,-294.55,
0.0,Continuum Group,-186.0,1.0
,Scottish Ambulance Service,93.21,
1.0,Harrow Council,185.5,
0.0,W P Thompson,-201.0,1.0
0.0,Hsbc,-4.5,
0.0,Control Techniques,-22.5,
0.0,Compass Group,-186.0,1.0
0.0,Barclays,-176.0,1.0
1.0,Inshore Support Limited,209.25,
0.0,Boots Chemist,-98.25,
0.0,Dublecheckcleaning,-124.125,1.0
0.0,The Limes,-133.36,
,Maverick Media,1.5,
1.0,Huntsman Advanced Materials,163.125,
1.0,Mitie Security London Ltd,347.25,
0.0,Swinton Insurance,-136.0,1.0
,Mod,82.0,
0.0,Stealth Security,-176.0,
0.0,Hm Forces,-6.5,
,Rsa,15.625,
0.0,Rotork,-99.75,
0.0,Maidstone And Tunbridge Wells Nhs Trust,-9.0,
1.0,Mini Bmw,215.25,
1.0,Marshall Fleet Solutions,271.0,
1.0,Crouch Logistics,200.5,
0.0,Sainsburys,-236.0,1.0
,Capability Scotland,52.5,
1.0,John Thorburn And Sons,185.25,
0.0,Switch Gas And Electric,-151.0,1.0
,Jobcentreplus,8.25,
0.0,Interlink Express,-186.0,1.0
0.0,Nhs - Whiston Hospital,-186.0,1.0
0.0,Aej Management Ltd,-141.75,1.0
0.0,Eminox Ltd,-273.25,1.0
0.0,Capita,-82.0,
0.0,Tesco Stores Ltd,-312.0,1.0
1.0,Mitchells And Butler / Goose,141.25,
0.0,Centre Parcs,-186.0,1.0
,Vocalink,60.25,
1.0,Compass Group,140.5,
1.0,Bluebird Care Chichester,170.25,
,2Oc Uk Ltd,61.6,
0.0,Belzona,-7.5,
0.0,Tesco,-186.0,1.0
0.0,Walsall Manor Hospital,-91.5,1.0
0.0,Asda,-53.25,
1.0,B And Q - Kingfisher Plc,466.25,
,Buxted Park Hotel,47.25,
0.0,Hillingdon Council,-306.75,1.0
0.0,Redwood Photographic,-99.59,1.0
,Countrywide Essex,23.0,
1.0,Crystal Lemon Care,152.18,
0.0,Tesco,-249.125,1.0
0.0,Allied Healthcare,-61.06,
,Axis Security,52.25,
,J&M Northern Ltd,67.45,
,Ssl Healthcare,48.75,
1.0,Pumpkin - Select Service Partner,237.79,
0.0,London Borough Of Lambeth,-171.0,
,Ecourier,23.0,
0.0,British Engineering Productions,-186.0,1.0
0.0,Shire Inns / Thorpe Park Hotel,-141.75,1.0
,Equidebt Ltd,8.25,
,Queenelizabethhospital,8.25,
0.0,Mitie,-291.75,1.0
0.0,Events Photo Team,-95.5,1.0
0.0,Sainsburys,-126.0,1.0
,The Kingsway Hall Hotel,94.03,
,Stagecoach In Eastbourne,15.75,
0.0,Dyfed Steel,-91.0,
,Cefn Coed Hospital,0.88,
0.0,Swfrs - South Wales Fire Service,-6.5,
0.0,Utilitywise,-186.0,1.0
0.0,Royal Bolton Hospital,-106.5,
1.0,Mitchels And Butlers,112.0,
0.0,Makro,-2.875,
0.0,Tarmac,-170.68,
0.0,Total Care Direct Limited,-155.25,1.0
1.0,Fife Council,159.64,
,Medicare,53.62,1.0
1.0,Ealing Hospital Nhs Trust - Wembley Centre For Health & Care,849.75,
,Ecclesiastical Insurance,61.35,
1.0,Bolton Mbc,111.75,
1.0,Hm Forces,567.275,
0.0,Plumbline Supplies,-47.45,1.0
0.0,Argos,-136.75,1.0
0.0,West Suffolk Hospital,-191.0,1.0
0.0,Network Rail,-186.0,1.0
,Newcastle Nhs Hospitals Trust,80.5,1.0
1.0,Arriva,362.3,
1.0,Brm,698.0,
1.0,Feathers Group,608.25,
1.0,John Lewis,683.05,
0.0,Pure Lake New Homes,-141.75,1.0
,Dvla,8.25,
1.0,Hertordshire Partnership Nhs Trust,1023.375,
0.0,Working Links,-66.75,1.0
1.0,Department For Work And Pensions,467.75,
1.0,Canon Slade School,153.0,
0.0,Lancashire County Council,-136.0,1.0
1.0,Army,162.3,
1.0,Eastcoast Mainline Company Ltd,1233.75,
1.0,Coventry City Council - St Osburg's Catholic Primary School,598.25,
0.0,Adrem,-105.4,1.0
1.0,Parcelforce,1007.22,
0.0,Bskyb,-103.5,1.0
,Wm Morrisons Plc,61.86,
1.0,Esom Pharmacy,350.5,1.0
1.0,Midland Heart,672.75,
1.0,Smart Housing Ltd,485.275,
,Greater Manchester West Mental Health Services,83.25,
0.0,Tesco,-172.95,1.0
0.0,East Lothian Council,-119.75,1.0
,Chelmsfor College,23.6,
,Powerline Tattoo Supplies,99.475,
1.0,Wmmorrison,643.1,
1.0,Emcor Uk,115.09,
,Compass Group Uk And Ireland,8.25,
1.0,"Ess - Royal William Building W024, Hm Naval Base, Devonport, Plymo",770.58,
0.0,The Dunne Group,-166.0,1.0
0.0,Plaza Lettings,-156.5,1.0
1.0,Benfield Toyota,486.05,
0.0,Astreaus Airlines,-46.8,1.0
0.0,Hennings Moir,-43.0,
1.0,David Lloyd,111.6,
0.0,The Listening Company,-97.23,1.0
1.0,Lloyds Tsb,308.88,
0.0,Next Plc,-294.375,1.0
0.0,Bourbonfabi Uk Ltd,-13.92,
0.0,Jd Wetherspoons,-186.0,1.0
,Home Delivery Network Group,36.875,
0.0,Nac Mss Ltd,-114.28,1.0
1.0,Hmrc,327.75,
1.0,Knowsley Community College,458.0,
1.0,Opnet Technologies,105.85,
1.0,Hallcraft,111.75,
1.0,Nightfreight,464.25,
1.0,Tesco,183.31,
1.0,Royal Liverpool Hospital,1284.9,
0.0,Swinton Insurance,-96.875,1.0
0.0,Nhs ( Active Assistance),-55.5,1.0
1.0,Bk,1059.75,
0.0,Asda,-136.15,1.0
1.0,Pastoral Cymru,747.71,
1.0,Nhs - Wythenshawe Hospital,273.75,
0.0,S&R Distribution,-241.0,2.0
0.0,Halton Council - Wade Deacon High School,-117.75,1.0
1.0,Crowne Plaza,790.0,
0.0,Shropshire Council,-188.25,1.0
0.0,Belfast City Hospital Trust,-24.0,
1.0,Integra Community Living Options,348.08,
,Royal Mail,47.75,1.0
,Enable Scotland,44.25,
1.0,Rac,200.0,
0.0,Sitel,-186.0,1.0
0.0,Carlisle Security,-40.85,
0.0,Brick Link Ltd,-181.125,1.0
0.0,Europ Assistance,-192.0,1.0
1.0,Barclays Bank,1137.875,
0.0,Catterall House,-203.25,1.0
1.0,Clarkes Coaches,103.25,
1.0,Alstom Grid Uk Ltd,141.0,
1.0,Market Makers,317.0,1.0
1.0,Sheffield City Council,401.5,
0.0,Elb Partners,-115.5,1.0
,Komfort Workspace,8.25,
1.0,Wds Global,261.6,
0.0,Staples,-226.0,1.0
0.0,Qrl,-140.13,1.0
1.0,Epl Skylift/nationwide Platforms,762.0,
1.0,George Ide Llp,390.75,1.0
1.0,National Floor Coverings,402.225,1.0
0.0,G.S.Associates,-26.0,1.0
0.0,Infoteam,-30.77,1.0
,Mark Thompson Transport,41.05,
1.0,Britton Taco,422.0,
,Heat Trace Uk,53.25,1.0
0.0,Kidde Products,-67.25,
0.0,Jardine Lloyd Thompson,-243.615,1.0
1.0,O2,362.75,
0.0,Order Of St Johns,-97.5,1.0
1.0,Jjb Sports,727.04,
1.0,Mencap,877.25,
1.0,Somerset Council - Beech Grove Primary School,122.25,1.0
0.0,Asda,-136.0,1.0
1.0,Westgate Efi,111.76,1.0
,Asda,8.25,
1.0,Leisure World,112.105,
0.0,Asda,-41.75,1.0
0.0,K2 Glass,-48.43,1.0
,Wycar Leys,29.5,
1.0,Kuehne And Nagel Drinks Logistics,822.425,
,Nhs Tayside,49.99,
0.0,Van Elle Northern,-136.0,1.0
0.0,Palmer And Harvey,-71.935,
0.0,Hampden Hall Care Centre,-188.25,1.0
1.0,Peel Ports,434.25,
1.0,Barchester,386.57,
1.0,Sita Uk,126.75,1.0
0.0,Nationwide Crash Repair,-3.87,
1.0,Dc Leisure,773.0,
1.0,Virgin Media,847.0,
0.0,Post Office,-116.75,1.0
1.0,Pims Group,319.0,
0.0,Primark,-67.0,1.0
1.0,Total Plumbing Supplies,193.31,
1.0,Uh Bristol Nhs Trust,597.25,
1.0,Livwell Ltd,169.62,
1.0,Healix International,878.75,
0.0,Hydrogarden,-251.0,1.0
1.0,Brakes Logistics,161.2,1.0
1.0,B&Q,309.75,1.0
,Tesco,52.5,
0.0,Newham University Hospital,-186.0,1.0
0.0,The Funding Corp,-96.0,1.0
1.0,Complete Care Services,136.81,1.0
,Royal Mail,25.925,
0.0,Clydeunion Pumps,-6.5,
1.0,Morrisons,1184.86,
1.0,Arriva,185.25,
1.0,Maccess,314.055,
1.0,Insolvency Service,123.9,
1.0,Care Uk,313.5,
1.0,Hm Forces,231.3,
0.0,Morrisons,-6.5,
1.0,Acorn Recruitment,126.5,
1.0,Serco,711.05,
,Atlanco,98.06,
1.0,Army,874.85,
0.0,Nhs Fife - Queen Margaret Hospital Kirkcaldy,-6.5,
1.0,Brunel University,185.25,
0.0,Autobar,-76.0,1.0
,Tnt,63.22,
0.0,Jd Sports,-136.0,1.0
0.0,Tgi Friday,-221.0,1.0
0.0, The Mansion House,-216.0,1.0
,Newcastle Medical Centre,6.78,
0.0,Newham University Hospital,-6.75,
0.0,Nhs - Ayr Hospital,-146.75,1.0
1.0,Lata Health Care,459.775,
1.0,Nsl,597.75,
1.0,Diligenta,283.1,
0.0,Morrison,-97.5,1.0
0.0,Sainsburys,-186.0,1.0
1.0,East London Nhs Foundation Trust,271.9,
1.0,Newham Council,366.25,
1.0,Care Principles Hospitals,500.425,
1.0,Meet,339.5,
1.0,Quota Marketing/ The Brightside Group,752.875,
1.0,Thurrock Council,257.5,
1.0,C B Imports,127.99,
,Royal Navy,8.25,
,Caterpillar,23.0,
0.0,New Look,-8.0,1.0
0.0,Worcestershire Acute Hospital Trust,-280.275,1.0
,Jjb Sports Plc,90.85,
1.0,Mod,467.88,
0.0,Raf,-25.6,
0.0,Four Seasons Healthcare,-74.125,1.0
0.0,Royal Mail,-236.0,1.0
0.0,West Lothian Council,-31.375,1.0
1.0,Pronet Saftey Services,270.04,
1.0, Cariilion/ Explorer,987.94,
0.0,Nhs - Wirral University Teaching Hospital,-111.0,1.0
0.0,Jigsaw Insurance,-186.0,1.0
0.0,South Lanarkshire Council,-186.0,1.0
0.0,Bedhampton Nursing Home,-110.025,1.0
1.0,Sainsburys,643.25,
1.0,Hmrc,501.25,
,Sainsburys,3.35,1.0
0.0,City West  Housing,-121.75,1.0
1.0,Army,215.25,
0.0,Tesco,-186.0,1.0
1.0,Trafford Council,217.13,
0.0,Good Companions,-176.0,1.0
1.0,Manchester City Council,408.225,
1.0,Suffolk County Council/ Oxford Primary School,504.09,
0.0,Orchid - The Peacock,-73.5,1.0
,Sp Group,47.44,
1.0,Partnerships In Care Ltd,355.75,
0.0,Arise Virtual Solutions,-221.0,1.0
,Europcar,37.75,
0.0,Ladbrooks,-6.5,
1.0,Mod Guard Service,105.37,
,Ultra Electronics,12.225,1.0
1.0,Aurora Graphics And Displays Ltd,314.535,
0.0,Cawdor Cars,-178.0,1.0
0.0,Co Operative,-156.0,1.0
1.0,British Army,1169.25,
0.0,Dundee City Council,-117.075,1.0
0.0,Orange,-156.75,1.0
,Cooperative,37.75,
0.0,American Express,-188.25,1.0
1.0,Bupa Home Healthcare,190.99,
0.0,Medacs Healthcare,-141.75,1.0
0.0,Hennes,-312.0,1.0
0.0,Eon,-61.63,1.0
1.0,Brunts School,1215.375,
,Sthree,30.375,
,University Of Wales Newport,11.805,
1.0,Bairstow Eves,823.66,
1.0,Rhydygors School,454.99,
,Rdash Nhs Trust,13.38,
0.0,Hmv Uk Ltd,-14.93,
0.0,British Gas,-116.0,1.0
,Graingers Foods,64.5,
0.0,Shell Oil,-136.0,1.0
,G 4 S,23.0,
0.0,Nhs Computers Direct,-186.0,1.0
1.0,Debenhams,357.0,
1.0,Penarth Town Council,630.875,
1.0,Cadbury,440.31,
1.0,West Herts Hospital Trust,190.31,
,St Georges Hospital,20.0,
,Jjb Sport,4.0,
0.0,William Hill,-23.47,
,Avow,24.74,
1.0,Bskyb,622.675,
0.0,Nottingham Community Housing,-6.5,
1.0,Servisair,140.67,
0.0,Trinity Academy,-276.75,
1.0,Kingdom Security,103.31,
1.0,Heritage Lottery Fund,248.5,
0.0,Go Outdoors,-6.5,
0.0,Sprayblast,-53.25,1.0
0.0,Gatecrasher,-202.75,1.0
,Hl Smith Transmision,46.85,
1.0,N.S.L,709.06,
0.0,Sainsburys,-176.0,1.0
0.0,Evans Halshaw,-201.0,1.0
,Novartis,34.42,
0.0,Coombe Garage Tyres,-186.0,1.0
1.0,Sainsburys,998.0,
,South West Trains Ltd,4.25,1.0
1.0,Greater Manchester West Nhs Trust,126.25,
,Tsys,65.87,
,Fes Ltd,44.25,
0.0,Howie David,-12.2,
0.0,Sainsburys,-251.0,1.0
1.0,Civil Service,123.75,
1.0,Hero Tsc,431.75,1.0
1.0,Cranswick Pet Products,113.93,
1.0,Pughs Funeral Directors,1115.5,
1.0,Gateshead Council,495.5,
0.0,Sainsburys,-186.0,1.0
0.0,Nhs- St Richards Hospital,-17.88,1.0
1.0,Home Office Government,330.0,
0.0,Bupa/Arran View Nursing Home,-141.75,1.0
,Tesco,90.75,1.0
1.0,Co-Operative Food,677.6,
1.0,Dimensions,701.75,
,St Aloysius College,98.75,1.0
0.0,Regents Care Services,-176.0,1.0
1.0,Se Networks,217.825,
0.0,Merton Sickellcell & Thalasema Group,-201.0,1.0
0.0,City Link,-7.55,1.0
0.0,Bupa,-142.75,1.0
0.0,Aramark Catering,-64.61,1.0
1.0,Allied Health,215.25,
1.0,Brooks Brothers,215.39,
1.0,Santander Uk Plc,449.23,
1.0,Sita,636.14,
0.0,Et Enviromental,-124.375,
1.0,Fourseasons,264.75,1.0
0.0,B A A Airports Ltd,-136.0,1.0
1.0,Barchester Care Home,236.67,
0.0,Mss Industrial,-294.375,1.0
0.0,Sony,-176.0,1.0
1.0,Dvla,908.25,
1.0,British Army,1092.6,
1.0,Mitie,359.075,
1.0,Whipps Cross Hospital,935.75,
0.0,British Gas,-107.75,1.0
,University Of Leeds The Edge,79.55,
0.0,Arbury Court,-56.75,1.0
1.0,Palace Chemicals Ltd,247.195,
1.0,Portsmouth City Council,654.25,
0.0,Kwikfit,-276.75,1.0
0.0,G4s,-211.0,1.0
0.0,Mitie,-129.125,1.0
1.0,Ncc Prince William School,939.25,
1.0,Royal Navy,311.125,
1.0,Watson Bull & Porter,111.5,
,Dorothy Perkins,67.7,1.0
,Vroon Offshore Ltd,48.68,1.0
0.0,Jd Williams,-186.0,1.0
1.0,Iss Mediclean,584.35,
